AgGridAlpine,Alert,Anchor,Avatar,BreadCrumb,Button,DangerousHtml,DangerousMarkdown,Description,Divider,DocSearch,EChart,Html,Icon,Img,Markdown,MarkdownWithCode,Menu,Message,MobileMenu,Notification,Paragraph,Progress,Skeleton,SkeletonAvatar,SkeletonButton,SkeletonInput,SkeletonParagraph,Statistic,Title
-0.020495200529694557,-0.00899391621351242,0.002094714669510722,-0.011638094671070576,-0.0033107134513556957,-0.01961328834295273,-0.021146925166249275,-0.01597755402326584,-0.005210355389863253,-0.002370998729020357,-0.017063606530427933,-0.01226641796529293,-0.013077553361654282,0.00520352553576231,-0.01581926830112934,-0.0075005036778748035,-0.02108372002840042,0.007901541888713837,-0.019501982256770134,-0.023046545684337616,-0.0037010242231190205,0.010882063768804073,0.008534593507647514,0.0020392818842083216,-0.009652557782828808,-0.04347311332821846,-0.020992109552025795,-0.008414734154939651,-0.0021099660079926252,-0.0015264188405126333
0.0014476132346317172,0.0006835306994616985,-0.029878098517656326,-0.028504706919193268,-0.01219736598432064,-0.03505057469010353,0.02388819307088852,0.009315794333815575,0.007844727486371994,-0.0019648640882223845,0.019328687340021133,-0.007041322998702526,0.01816677860915661,-0.01696070097386837,-0.004698281176388264,0.008759074844419956,0.029949111863970757,-0.024272527545690536,-0.010301012545824051,-0.020288387313485146,-0.0002672718255780637,0.003864072496071458,-0.02759034000337124,-0.017476730048656464,-0.022995799779891968,-0.01719800755381584,-0.012849551625549793,0.010112683288753033,0.0014445566339418292,-0.0033280516508966684
-0.0014511034823954105,0.0032059403602033854,-0.0037239370867609978,-0.012586924247443676,0.006048419047147036,0.004805882461369038,-0.006104915868490934,-0.007168560288846493,-0.0009934708941727877,0.006915569771081209,0.006822696886956692,0.00032764338538981974,-0.010894451290369034,0.001093170139938593,-0.0018087521893903613,-0.011312592774629593,-0.015159251168370247,-0.005051518324762583,-0.0008835986955091357,-0.0029653531964868307,0.004079896956682205,0.005103360861539841,0.015698667615652084,0.002793898805975914,-0.008104633539915085,-0.0045688520185649395,0.004558209329843521,0.005090436898171902,0.01118389517068863,0.009364074096083641
-0.024041373282670975,-0.002817079657688737,-0.01973109319806099,-0.02988482266664505,-0.0027980220038443804,-0.008588643744587898,-0.014615434221923351,-0.01583084836602211,-0.021995462477207184,-0.006084498018026352,-0.03297407925128937,-0.030325504019856453,-0.023375336080789566,-0.008208177052438259,-0.012632008641958237,-0.015262906439602375,0.0002277617168147117,-0.021650364622473717,-0.010986841283738613,-0.01865735836327076,-0.011955535970628262,-0.007171161472797394,-0.008721482008695602,-0.007087124045938253,-0.031553320586681366,-0.021830830723047256,-0.01884150132536888,-0.00867385882884264,-0.02540556713938713,-0.010988176800310612
-0.009605380706489086,-0.0032042120583355427,0.0015417170943692327,-0.0008389347931370139,-0.003816703101620078,-0.012889926321804523,-0.0024073508102446795,-0.004871286917477846,-0.008030198514461517,-0.011424415744841099,-0.003160816850140691,-0.006246723234653473,0.007433778140693903,0.006034370977431536,-0.016177231445908546,0.004244950599968433,-0.004514388274401426,-0.013699744828045368,-0.003619274590164423,-0.017530227079987526,0.0016137167112901807,0.007839541882276535,-0.009628239087760448,-0.00581566896289587,-0.011741241440176964,-0.020524481311440468,-0.008318394422531128,-0.006556537467986345,0.0010666254675015807,-0.01151821855455637
0.020439356565475464,0.045405104756355286,0.023556066676974297,0.01157174352556467,-0.0011619330616667867,0.0135302459821105,0.013279764913022518,0.00971589982509613,0.022888468578457832,0.026473959907889366,0.0318758599460125,0.012273297645151615,0.003551927860826254,0.028621181845664978,0.011062473058700562,0.01332048699259758,-0.003711672266945243,0.023389125242829323,0.012820244766771793,0.011994016356766224,0.03280756250023842,0.02115144580602646,0.016543129459023476,0.02424021065235138,0.020602937787771225,0.008417191915214062,-0.005193924065679312,0.016924936324357986,0.002206687815487385,0.013740317896008492
-0.015315555967390537,-0.002274403115734458,-0.03461240604519844,-0.03553799167275429,-0.00794169120490551,-0.005167802330106497,-0.04279734939336777,-0.04401162639260292,-0.02060786634683609,-0.015493283048272133,-0.012670722790062428,-0.02837168239057064,-0.02104482240974903,-0.004236593842506409,-0.007296964060515165,-0.029783764854073524,-0.024379827082157135,-0.005065540317445993,-0.01005655899643898,-0.019373420625925064,-0.011274969205260277,-0.013047336600720882,-0.00885991845279932,-0.028612695634365082,-0.028498027473688126,-0.026073094457387924,-0.026280716061592102,-0.0167203638702631,-0.01814069226384163,-0.00896314438432455
-0.00318143330514431,-0.013031153939664364,-0.01704639382660389,-0.029380548745393753,-0.019984913989901543,-0.03120865486562252,-0.008559469133615494,-0.004044401925057173,-0.01033827941864729,-0.023209840059280396,-0.015361363999545574,-0.011874278075993061,-0.018180817365646362,-0.013408121652901173,-0.015530142933130264,-0.01061419490724802,-0.02868465706706047,-0.028465181589126587,-0.0058668917044997215,-0.01792803779244423,-0.017666690051555634,-0.016737351194024086,-0.035965729504823685,-0.019378958269953728,-0.02418547123670578,-0.010976018384099007,-0.022709893062710762,-0.014565536752343178,-0.012588150799274445,-0.012768574059009552
0.0007949220016598701,0.007735735271126032,0.006278730928897858,-0.0025744475424289703,-0.019716840237379074,-0.015256327576935291,0.009125905111432076,0.005121353082358837,-0.0020230053924024105,-0.003566839499399066,0.00022414859267883003,0.004492412321269512,-0.014242810197174549,0.015012511983513832,-0.0012356651714071631,0.0030864099971950054,-0.014690408483147621,-0.005097090266644955,-0.0009684785036370158,0.00035057138302363455,0.0048937713727355,-0.017544977366924286,-0.004935251548886299,-0.0016372048994526267,-0.0012352975318208337,-0.017103735357522964,0.005978423170745373,-0.002604885259643197,0.008074470795691013,-0.012918072752654552
-0.022226402536034584,-0.012429716065526009,-0.01073157787322998,-0.012367963790893555,-0.024649402126669884,-0.0050982022657990456,-0.017650408670306206,-0.013683614321053028,-0.004691724199801683,-0.020457150414586067,-0.004646847024559975,-0.0059749772772192955,-0.025719890370965004,-0.016487978398799896,-0.020252518355846405,-0.016921602189540863,0.002381508471444249,-0.00117699324619025,-0.011822058819234371,-0.012239334173500538,-0.005027078557759523,-0.0005839623045176268,-0.024932364001870155,-0.012892885133624077,-0.013228329829871655,-0.004706894047558308,-0.017056088894605637,-0.01123782992362976,-0.019029099494218826,-0.006231390405446291
