Affix,Badge,Box,Card,Carousel,Collapse,Comment,ConfirmModal,Content,Drawer,Footer,GoogleMaps,GoogleMapsHeatmap,GoogleMapsScript,Header,Label,Layout,Modal,PageHeaderMenu,Result,Sider,Span,Spinner,Tabs,Tooltip
-0.00813120324164629,-0.005253868643194437,-0.004657957702875137,-0.014941839501261711,0.0009491496603004634,-0.0043539078906178474,0.0015221410430967808,0.011905371211469173,0.009925908409059048,-0.0005190094234421849,-0.002033658791333437,-0.021122219040989876,-0.02472827211022377,-0.022431019693613052,-0.008698854595422745,-0.009993377141654491,0.0013029109686613083,0.014835203997790813,-0.023072922602295876,-0.0093286894261837,-0.0002579776628408581,0.0069085657596588135,-0.011851809918880463,0.01057843491435051,-0.015672855079174042
0.001123658730648458,0.0004380439640954137,-0.025867071002721786,-0.0016228648601099849,-0.013506047427654266,-0.010141799226403236,0.00449346611276269,-0.021525945514440536,-0.0005774559103883803,-0.027917901054024696,-0.007037163712084293,-0.0002457312075421214,0.008518862538039684,0.016208576038479805,0.011369931511580944,0.013053848408162594,0.01581214927136898,-0.016909858211874962,0.00769097451120615,-0.008250104263424873,-0.014694270677864552,-0.00016936962492763996,-0.026780597865581512,-0.01981065236032009,-0.025990087538957596
0.007668119855225086,-0.002123527228832245,0.0022691686172038317,-0.012057497166097164,-0.009287605062127113,0.010668286122381687,0.008874181658029556,-0.0008069535251706839,0.012852352112531662,0.005811481270939112,-0.012576427310705185,-0.001283217454329133,-0.010976874269545078,-0.002980729565024376,-0.024696746841073036,0.005232643336057663,0.013070701621472836,0.008142310194671154,-0.03229118138551712,0.007628667633980513,0.01711145043373108,0.016424138098955154,-0.00433636037632823,0.025762351229786873,0.01613982953131199
-0.007817940786480904,-0.028956545516848564,-0.015601440332829952,-0.01768432930111885,-0.012781881727278233,-0.004949669353663921,-0.02699396014213562,-0.01906871236860752,-0.014692211523652077,-0.0074423993937671185,-0.018152767792344093,-0.02036081999540329,-0.0321359783411026,-0.008509501814842224,-0.014926605857908726,-0.020597459748387337,-0.010944090783596039,-0.02387274242937565,-0.02267746441066265,-0.024528881534934044,-0.019665194675326347,-0.017809966579079628,-0.003345872974023223,-0.014992611482739449,-0.0218019038438797
-0.010541962459683418,-0.006937801372259855,-0.017152884975075722,-0.020467348396778107,-0.01729561574757099,-0.04699588194489479,-0.0007332972018048167,-0.01520323846489191,-0.001956517342478037,-0.02290407381951809,0.004389884881675243,-0.0037610414437949657,-0.0036971191875636578,0.0042341467924416065,-0.0011034260969609022,-0.011332767084240913,-0.010857289656996727,-0.012071365490555763,-0.01020690519362688,-0.015171620063483715,-0.02141321264207363,-0.012925260700285435,-0.02366277575492859,-0.014836733229458332,-0.010251564905047417
0.012571358121931553,0.004314411897212267,0.00653201574459672,0.0020095829386264086,0.023679526522755623,0.03219882771372795,0.023213479667901993,0.033251695334911346,0.010652519762516022,0.03632175922393799,0.01583917997777462,0.01822103187441826,0.02109176106750965,0.02591998502612114,0.002324693836271763,0.01004195585846901,0.016521019861102104,0.03589437156915665,0.010970547795295715,0.013550170697271824,0.02723083272576332,0.011532571166753769,0.016759999096393585,0.017160730436444283,0.023757362738251686
-0.020253097638487816,-0.026801113039255142,-0.017457373440265656,-0.008740841411054134,-0.017604967579245567,-0.02780682034790516,-0.029580604285001755,-0.014369790442287922,-0.018838562071323395,-0.023530801758170128,-0.019843466579914093,-0.01601560413837433,-0.005175293423235416,-0.016524504870176315,-0.004170879255980253,-0.006679600570350885,0.0009145693620666862,-0.010593528859317303,-0.01823197305202484,-0.0014107320457696915,-0.04148809611797333,-0.006665016524493694,-0.005510649178177118,-0.014524977654218674,-0.00738039705902338
-0.002393733710050583,-0.01474770251661539,-0.029419444501399994,-0.020399799570441246,-0.017155000939965248,-0.030841046944260597,-0.033374350517988205,-0.016582738608121872,-0.02450479567050934,-0.014856311492621899,-0.026027865707874298,-0.019021810963749886,-0.01905800960958004,-0.004762986209243536,-0.022982686758041382,0.003089966019615531,-0.023710990324616432,-0.016739338636398315,-0.015041036531329155,-0.03577188029885292,-0.01339008565992117,-0.012671421281993389,-0.008148545399308205,-0.0355401411652565,-0.0029915596824139357
0.00815163366496563,-0.01034466177225113,0.0036411818582564592,-0.0009136002627201378,-0.007076438050717115,-0.005309897009283304,0.00590285612270236,0.0022758154664188623,-0.015678802505135536,-0.002827399643138051,-0.0015164383221417665,0.02667517028748989,0.006589491851627827,0.023131560534238815,0.004120885860174894,-0.018140755593776703,-0.022712785750627518,0.0007500197389163077,-0.011604644358158112,0.0019071669084951282,-0.00179240049328655,-0.008884401991963387,-0.012328333221375942,-0.0059871249832212925,0.0020484887063503265
-0.01441007200628519,-0.01905856840312481,-0.014332735911011696,-0.01621176116168499,-0.010222692973911762,-0.028250176459550858,-0.01262150052934885,-0.010676754638552666,-0.015278832986950874,0.0030054475646466017,-0.010989543050527573,-0.0320049524307251,-0.029065147042274475,-0.03219737485051155,-0.007170484401285648,-0.007095991633832455,-0.007746940478682518,-0.01807507500052452,-0.026700226590037346,-0.014685899950563908,-0.020429952070116997,-0.03781530633568764,-0.03387398645281792,-0.004750730469822884,-0.02308608591556549
0.03533055633306503,0.0162791945040226,0.017152884975075722,0.01614421233534813,0.02781360037624836,0.03042539954185486,0.03164992108941078,0.023480238392949104,0.007972724735736847,0.01911521516740322,0.015231121331453323,-0.0059434957802295685,-0.0085929399356246,0.0071977064944803715,0.008613151498138905,0.007994701154530048,0.014973077923059464,0.021840717643499374,0.005768230650573969,0.0006401866558007896,0.012113213539123535,0.020952096208930016,0.017073141410946846,0.026159130036830902,0.03476046398282051
-0.00022409330995287746,-0.017498714849352837,0.01684839464724064,0.010807841084897518,0.01539731677621603,0.026823120191693306,0.011858771555125713,0.007781241554766893,0.028371166437864304,0.009828240610659122,0.015394259244203568,-0.000811856531072408,2.6226858608424664e-05,-0.0036160233430564404,0.015669364482164383,0.012130849063396454,0.006054331548511982,0.013108693063259125,-0.018586521968245506,0.020228827372193336,0.012140526436269283,0.020101388916373253,0.018257642164826393,0.011421591974794865,0.0003059964219573885
-0.003233072580769658,0.00751565583050251,0.018080851063132286,0.0025769944768399,0.003274566261097789,0.01736021228134632,-0.009663439355790615,-0.010971334762871265,-0.010965829715132713,0.010939259082078934,0.0025805404875427485,0.0016639161622151732,-0.0017130321357399225,0.001624291529878974,0.007598999422043562,-0.006787168327718973,0.0017206381307914853,-0.008184939622879028,0.0011352369328960776,-0.0082643898203969,0.026561668142676353,-0.024094223976135254,-0.01451353169977665,0.0029103097040206194,0.002995208138599992
0.020266717299818993,-0.0054772114381194115,0.0005373869789764285,-0.0008975574164651334,-0.0008885095012374222,-0.020117340609431267,-0.025004234164953232,-0.012731634080410004,0.0010065898532047868,0.01257017720490694,0.013896359130740166,0.005034413188695908,0.000718463386874646,-0.012142695486545563,0.012776888906955719,0.010159933008253574,0.02197498083114624,-0.002019591396674514,0.011263731867074966,-0.009192973375320435,0.02398061193525791,0.012499907985329628,0.004884361755102873,0.009040912613272667,-0.004647862631827593
-0.02369898371398449,-0.023241810500621796,-0.04103352874517441,-0.010402546264231205,-0.02855885773897171,-0.009192737750709057,-0.018411604687571526,-0.034286320209503174,-0.005656234920024872,-0.027960631996393204,-0.013295715674757957,-0.012845302000641823,-0.011650302447378635,-0.014807495288550854,-0.008248914033174515,-0.03436611220240593,-0.013273236341774464,-0.03356393799185753,-0.003835259936749935,-0.0038786204531788826,-0.009641407988965511,0.007814157754182816,0.0012849104823544621,-0.01011788658797741,-0.027930952608585358
-0.007708980236202478,0.007969431579113007,0.0034001278690993786,0.014901310205459595,-0.00094299775082618,-0.01820536144077778,-0.0017161393770948052,0.005783840548247099,0.007739408873021603,0.01198618020862341,-0.0007086290279403329,0.016514450311660767,0.015017441473901272,0.02380462735891342,0.0027621362823992968,0.0019240720430389047,0.009106813929975033,-0.004245227202773094,0.0014616601401939988,0.014885902404785156,-0.011621583253145218,0.0015659186756238341,0.006616863422095776,-0.0049491203390061855,-0.0014346718089655042
0.03394130617380142,0.04030093178153038,0.029013458639383316,0.03534163907170296,0.03397252783179283,0.03987445309758186,0.05656129866838455,0.052622172981500626,0.05106276646256447,0.02578132599592209,0.0241443682461977,0.028828086331486702,0.027691354975104332,0.01795305870473385,0.03790929168462753,0.041611310094594955,0.03408364579081535,0.03396181762218475,0.018668340519070625,0.042343392968177795,0.022027749568223953,0.032217103987932205,0.025786707177758217,0.02506798692047596,0.04226125404238701
-0.005774924997240305,0.012797885574400425,0.017544370144605637,0.015009388327598572,0.015903528779745102,-0.02892906777560711,1.6205391148105264e-05,-0.019198039546608925,-0.00079535593977198,0.019157947972416878,0.0037873880937695503,0.014164620079100132,0.011845596134662628,0.001697264495305717,-0.005263592582195997,0.016933221369981766,0.01157339382916689,-0.010671683587133884,-0.01287283655256033,-0.024471737444400787,0.01935109682381153,-0.010249650105834007,0.010136326774954796,0.008381974883377552,-0.0038270074874162674
0.013088922016322613,0.0029069988522678614,0.009395662695169449,0.014347408898174763,0.016198821365833282,0.002691317815333605,0.028943892568349838,0.012451423332095146,0.02455812506377697,0.02214915119111538,0.026991860941052437,0.017341485247015953,0.01872129552066326,0.013612456619739532,0.018940363079309464,0.019723039120435715,0.028152281418442726,0.013009223155677319,0.009368261322379112,0.008607251569628716,0.021891186013817787,0.022886767983436584,0.012335141189396381,0.012434798292815685,0.03049931675195694
-0.043911222368478775,-0.021043837070465088,-0.03056490235030651,-0.01627930998802185,-0.0269699115306139,-0.03544088080525398,-0.024075694382190704,-0.020836196839809418,-0.02687794715166092,-0.05301552265882492,-0.03414025530219078,-0.014650339260697365,-0.015663933008909225,-0.005161332432180643,-0.022497037425637245,-0.009049558080732822,-0.022437917068600655,-0.025208478793501854,-0.010677363723516464,-0.0241717342287302,-0.013888543471693993,-0.02091093175113201,-0.035589467734098434,-0.033556241542100906,-0.04777739942073822
